SATD;Path;Line;Priority
very long lines better than the;plugins/syntax/src/net/sourceforge/squirrel_sql/plugins/syntax/SyntaxPreferencesPanel.java;379;0.0
TODO: Write the Ingres plugin, then rip this out.;plugins/refactoring/src/net/sourceforge/squirrel_sql/plugins/refactoring/RefactoringPlugin.java;332;0.0
TODO: Why shouldn't we call registerSQLDriver here? RMM 20070401;fw/src/net/sourceforge/squirrel_sql/fw/sql/SQLDriverManager.java;124;0.0
TODO: When message are can have some text in red (error);plugins/sqlval/src/net/sourceforge/squirrel_sql/plugins/sqlval/cmd/ValidateSQLCommand.java;98;0.0
TODO: When JDK1.4 is the earliest JDK supported;fw/src/net/sourceforge/squirrel_sql/fw/sql/ResultSetColumnReader.java;96;0.0
TODO: What about these;plugins/laf/src/net/sourceforge/squirrel_sql/plugins/laf/LAFRegister.java;60;0.0
TODO: verify this;fw/src/net/sourceforge/squirrel_sql/fw/dialects/InterbaseDialectExt.java;381;0.0
TODO: use the destination database type to derive a format;plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/util/DBUtil.java;1012;0.0
TODO: use the destination database type to derive a format;plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/util/DBUtil.java;1022;0.0
TODO: use the destination database type to derive a;plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/util/DBUtil.java;880;0.0
TODO: Tooltips;plugins/dataimport/src/net/sourceforge/squirrel_sql/plugins/dataimport/importer/csv/CSVSettingsPanel.java;71;0.0
TODO: This won't work when the column has values with quotes in them.;plugins/refactoring/src/net/sourceforge/squirrel_sql/plugins/refactoring/commands/AddLookupTableCommand.java;231;0.0
TODO: This won't work when the column has values with quotes in them.;plugins/refactoring/src/net/sourceforge/squirrel_sql/plugins/refactoring/commands/AddLookupTableCommand.java;315;0.0
TODO: This should be handled with an Iterator!!!;fw/src/net/sourceforge/squirrel_sql/fw/datasetviewer/JavabeanDataSet.java;162;0.0
TODO: This should be handled with an Iterator;fw/src/net/sourceforge/squirrel_sql/fw/datasetviewer/ResultSetDataSet.java;219;0.0
TODO: This should be done in the dialect's getTableDropSQL method for a database specific;plugins/refactoring/src/net/sourceforge/squirrel_sql/plugins/refactoring/commands/DropTablesCommand.java;146;0.0
TODO: This is a must if sorting is done in a thread! ??;fw/src/net/sourceforge/squirrel_sql/fw/gui/SortableTableModel.java;242;0.0
TODO: These 2 should be handled with an Iterator.;fw/src/net/sourceforge/squirrel_sql/fw/datasetviewer/ResultSetDataSet.java;40;0.0
TODO: These 2 should be handled with an Iterator!!!;fw/src/net/sourceforge/squirrel_sql/fw/datasetviewer/JavabeanDataSet.java;50;0.0
TODO: tell the user that the selected destination schema is;plugins/dbdiff/src/net/sourceforge/squirrel_sql/plugins/dbdiff/actions/CompareAction.java;75;0.0
TODO: tell the user that the selected destination schema is;plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/actions/PasteTableAction.java;136;0.0
"TODO: subclass these hibernate dialects to provide the ""canPasteTo""";fw/src/net/sourceforge/squirrel_sql/fw/dialects/DialectFactory.java;59;0.0
TODO: Spring-inject when this class is a Spring bean;app/src/net/sourceforge/squirrel_sql/client/update/UpdateUtilImpl.java;114;0.0
TODO: Spring-inject when this class is a Spring bean;app/src/net/sourceforge/squirrel_sql/client/update/UpdateUtilImpl.java;122;0.0
TODO: Spring-inject when this class is a Spring bean;app/src/net/sourceforge/squirrel_sql/client/update/UpdateUtilImpl.java;130;0.0
TODO: Spring-inject when this class is a Spring bean;app/src/net/sourceforge/squirrel_sql/client/update/UpdateUtilImpl.java;138;0.0
TODO: SPATIAL and FULLTEXT indexes require a MyISAM engine for the table. Is there a way;fw/src/net/sourceforge/squirrel_sql/fw/dialects/MySQLDialectExt.java;663;0.0
TODO: sort the list.;plugins/mssql/src/net/sourceforge/squirrel_sql/plugins/mssql/gui/GenerateSqlDialog.java;397;0.0
TODO: Should we change the mode from editable to;app/src/net/sourceforge/squirrel_sql/client/session/mainpanel/objecttree/tabs/table/ContentsTab.java;311;0.0
TODO: should I be adding quotes if user wants identifiers quoted??;fw/src/net/sourceforge/squirrel_sql/fw/dialects/InformixDialectExt.java;1178;0.0
TODO: Should have session listeners instead of these calls.;app/src/net/sourceforge/squirrel_sql/client/session/SessionManager.java;279;0.0
"TODO: should also make sure that each of the columns is made ""NOT NULL""";fw/src/net/sourceforge/squirrel_sql/fw/dialects/InformixDialectExt.java;241;0.0
TODO: Rename to IObjectTreeNodeExpander;app/src/net/sourceforge/squirrel_sql/client/session/mainpanel/objecttree/INodeExpander.java;24;0.0
TODO: Rename this to getTableType.;fw/src/net/sourceforge/squirrel_sql/fw/sql/TableInfo.java;77;0.0
TODO: Remove this when Frontbase bug gets fixed.;test/external/net/sourceforge/squirrel_sql/fw/dialects/DialectExternalTest.java;1588;0.0
TODO: Refresh;plugins/mysql/src/net/sourceforge/squirrel_sql/plugins/mysql/action/AlterTableAction.java;67;0.0
TODO: Put throws clause back in;app/src/net/sourceforge/squirrel_sql/client/plugin/DefaultPlugin.java;78;0.0
"TODO: Perhaps we can tell the user when they click ""Copy Table""";plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/util/DBUtil.java;1460;0.0
TODO: new feature could be to examine table list for FK's;plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/CopyExecutor.java;207;0.0
TODO: Need to enhance the index dialog to allow specifying storage option. For now just accept the;fw/src/net/sourceforge/squirrel_sql/fw/dialects/MySQLDialectExt.java;701;0.0
TODO: Need to define a better approach to getting dialects.;plugins/oracle/src/net/sourceforge/squirrel_sql/plugins/oracle/tab/OracleSourceTab.java;109;0.0
TODO: Need to allow user to specify this;fw/src/net/sourceforge/squirrel_sql/fw/dialects/IngresDialectExt.java;178;0.0
TODO: Maybe someday we could inform the user that the imported;plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/util/DBUtil.java;208;0.0
TODO: Maybe prompt the user to ask to append the records,;plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/CopyProgressMonitor.java;441;0.0
TODO: maybe instead of throwing an exception, we could ask;plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/util/DBUtil.java;1401;0.0
TODO: Make properties file Application.properties so we can use class;app/src/net/sourceforge/squirrel_sql/client/Application.java;215;0.0
TODO: Make Parameter implement SQLItem interface which has a getString;plugins/sqlbookmark/src/net/sourceforge/squirrel_sql/plugins/sqlbookmark/RunBookmarkCommand.java;138;0.0
TODO: just noticed that MySQL 5.0 supports a multi-bit BIT;plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/util/DBUtil.java;808;0.0
TODO: is this right???;plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/util/DBUtil.java;868;0.0
TODO: is this right???;plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/util/DBUtil.java;895;0.0
TODO: is this right???;plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/util/DBUtil.java;948;0.0
TODO: Is giving a FK constraint a name universally supported;plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/util/DBUtil.java;199;0.0
TODO: Implement this better;plugins/dataimport/src/net/sourceforge/squirrel_sql/plugins/dataimport/action/ImportTableDataCommand.java;166;0.0
TODO: i18n;fw/src/net/sourceforge/squirrel_sql/fw/util/Utilities.java;279;0.0
TODO: How to let the user customize this??;plugins/oracle/src/net/sourceforge/squirrel_sql/plugins/oracle/tab/OracleSourceTab.java;115;0.0
TODO: Hard coded -. JDBC/ODBC bridge JDK1.4;fw/src/net/sourceforge/squirrel_sql/fw/sql/ResultSetReader.java;313;0.0
TODO: Figure out why the selection of the root node in the object tree;app/src/net/sourceforge/squirrel_sql/client/session/mainpanel/objecttree/ObjectTreePanel.java;1088;0.0
TODO: figure out why bind variables aren't working;fw/src/net/sourceforge/squirrel_sql/fw/dialects/DB2DialectExt.java;1019;0.0
TODO: figure out how to get then name of the table that the trigger;plugins/sybase/src/net/sourceforge/squirrel_sql/plugins/SybaseASE/tab/TriggerSourceTab.java;48;0.0
TODO: Do we need this one. */;plugins/syntax/src/net/sourceforge/squirrel_sql/plugins/syntax/oster/OsterTextControl.java;358;0.0
TODO: Do we need this one. */;plugins/syntax/src/net/sourceforge/squirrel_sql/plugins/syntax/oster/OsterTextControl.java;368;0.0
TODO: Do we need this one. */;plugins/syntax/src/net/sourceforge/squirrel_sql/plugins/syntax/oster/OsterTextControl.java;378;0.0
TODO: Do we need this one. */;plugins/syntax/src/net/sourceforge/squirrel_sql/plugins/syntax/oster/OsterTextControl.java;388;0.0
TODO: Do we need this one. */;plugins/syntax/src/net/sourceforge/squirrel_sql/plugins/syntax/oster/OsterTextControl.java;398;0.0
TODO: Do we need this one. */;plugins/syntax/src/net/sourceforge/squirrel_sql/plugins/syntax/oster/OsterTextControl.java;408;0.0
TODO: Do we need this one. */;plugins/syntax/src/net/sourceforge/squirrel_sql/plugins/syntax/oster/OsterTextControl.java;418;0.0
TODO: Do we need this one. */;plugins/syntax/src/net/sourceforge/squirrel_sql/plugins/syntax/oster/OsterTextControl.java;488;0.0
TODO: Do we need this one. */;plugins/syntax/src/net/sourceforge/squirrel_sql/plugins/syntax/oster/OsterTextControl.java;498;0.0
TODO: Determine the best way to derive the filesize and checksum of the plugin zip that was last;app/src/net/sourceforge/squirrel_sql/client/update/gui/installer/ArtifactInstallerImpl.java;458;0.0
TODO: Delete ME;fw/src/net/sourceforge/squirrel_sql/fw/persist/IPersistable.java;20;0.0
TODO: columns, tables;plugins/syntax/src/net/sourceforge/squirrel_sql/plugins/syntax/prefspanel/StylesList.java;67;0.0
TODO: Can HttpClient be used to get the byte-size of release.xml so we can perform this check?;app/src/net/sourceforge/squirrel_sql/client/update/UpdateUtilImpl.java;1050;0.0
TODO: Bizarre that I couldn't find a valid SQL to drop an index.;fw/src/net/sourceforge/squirrel_sql/fw/dialects/DaffodilDialectExt.java;742;0.0
"TODO: ask the user if they want to ""undo"" the changes that the";plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/CopyProgressMonitor.java;260;0.0
TODO: Are there unique indexes in daffodil ?;fw/src/net/sourceforge/squirrel_sql/fw/dialects/DaffodilDialectExt.java;520;0.0
TODO: Allow the user to specify the sequence name for dialects that don't natively support;plugins/refactoring/src/net/sourceforge/squirrel_sql/plugins/refactoring/commands/AddAutoIncrementCommand.java;109;0.0
TODO: allow the user to specify ignore case or preserve case.;plugins/dbdiff/src/net/sourceforge/squirrel_sql/plugins/dbdiff/DiffExecutor.java;209;0.0
TODO: allow the user to choose the name of the index that is created.;fw/src/net/sourceforge/squirrel_sql/fw/dialects/MySQLDialectExt.java;617;0.0
TODO: allow the user to choose the index type that is created.;fw/src/net/sourceforge/squirrel_sql/fw/dialects/MySQLDialectExt.java;623;0.0
TODO: add support for plugin-registered data-type preferences panels;fw/src/net/sourceforge/squirrel_sql/fw/datasetviewer/cellcomponent/CellComponentFactory.java;802;0.0
TODO: ? Dialog Handling on Cancelled ?;plugins/postgres/src/net/sourceforge/squirrel_sql/plugins/postgres/commands/handler/MessageSQLExecuterHandler.java;92;0.0
TODO: setFont(style.createStyledFont(getFont())),;plugins/syntax/src/net/sourceforge/squirrel_sql/plugins/syntax/prefspanel/StylesList.java;163;0.0
TODO verify this is correct;fw/src/net/sourceforge/squirrel_sql/fw/dialects/HSQLDialectExt.java;980;0.0
TODO need to implement or change the message;fw/src/net/sourceforge/squirrel_sql/fw/dialects/InterbaseDialectExt.java;440;0.0
TODO Need to have a generic hibernate dialect extend this to provide the types.;fw/src/net/sourceforge/squirrel_sql/fw/dialects/CommonHibernateDialect.java;593;0.0
TODO move to new standard location and rewrite test to be less static;test/jfctests/net/sourceforge/squirrel_sql/plugins/oracle/gui/TestOraclePluginPreferencesPanel.java;43;0.0
TODO Maybe we should have a checkbox to allow the user to toggle;app/src/net/sourceforge/squirrel_sql/client/gui/db/ColumnDetailDialog.java;256;0.0
TODO I18N;plugins/sqlscript/src/net/sourceforge/squirrel_sql/plugins/sqlscript/table_script/CreateSelectScriptCommand.java;80;0.0
TODO;test/src/net/sourceforge/squirrel_sql/fw/dialects/DialectFactoryTest.java;293;0.0
TODO;test/src/net/sourceforge/squirrel_sql/fw/dialects/DialectFactoryTest.java;300;0.0
TODO;test/src/net/sourceforge/squirrel_sql/fw/dialects/DialectFactoryTest.java;307;0.0
TODO;test/src/net/sourceforge/squirrel_sql/fw/dialects/DialectFactoryTest.java;314;0.0
TODO;test/src/net/sourceforge/squirrel_sql/fw/dialects/DialectFactoryTest.java;336;0.0
TODO;test/src/net/sourceforge/squirrel_sql/fw/dialects/DialectFactoryTest.java;343;0.0
TODO;plugins/isqlj/src/org/rege/isqlj/squirrel/ISqlJPlugin.java;78;0.0
TODO;plugins/isqlj/src/org/rege/isqlj/squirrel/ISqlJPlugin.java;84;0.0
TODO;plugins/mssql/src/net/sourceforge/squirrel_sql/plugins/mssql/MssqlPlugin.java;514;0.0
TODO;plugins/mssql/src/net/sourceforge/squirrel_sql/plugins/mssql/MssqlPlugin.java;520;0.0
TODO;test/src/net/sourceforge/squirrel_sql/fw/sql/ResultSetColumnReaderTest.java;137;0.0
TODO;test/src/net/sourceforge/squirrel_sql/fw/sql/ResultSetColumnReaderTest.java;238;0.0
TODO;test/src/net/sourceforge/squirrel_sql/fw/sql/ResultSetColumnReaderTest.java;244;0.0
TODO;test/src/net/sourceforge/squirrel_sql/fw/sql/ResultSetColumnReaderTest.java;250;0.0
TODO;test/src/net/sourceforge/squirrel_sql/fw/sql/ResultSetColumnReaderTest.java;256;0.0
TODO;test/src/net/sourceforge/squirrel_sql/fw/sql/ResultSetColumnReaderTest.java;262;0.0
TODO;test/src/net/sourceforge/squirrel_sql/plugins/mssql/TableConstraintsTest.java;67;0.0
TODO;test/src/net/sourceforge/squirrel_sql/plugins/mssql/TableConstraintsTest.java;73;0.0
TODO;test/src/net/sourceforge/squirrel_sql/plugins/mssql/TableConstraintsTest.java;79;0.0
TODO;plugins/userscript/src/net/sourceforge/squirrel_sql/plugins/userscript/UserScriptPlugin.java;212;0.0
TODO;plugins/userscript/src/net/sourceforge/squirrel_sql/plugins/userscript/UserScriptPlugin.java;218;0.0
though this is a hack, it doesn't seem to negatively impact;plugins/oracle/src/net/sourceforge/squirrel_sql/plugins/oracle/OraclePlugin.java;824;0.0
this problem until I can determine why the DatabaseObjectInfoTab;app/src/net/sourceforge/squirrel_sql/client/session/mainpanel/objecttree/ObjectTreeTabbedPane.java;121;0.0
This is to fix a problem with the JDK (up to version 1.3);app/src/net/sourceforge/squirrel_sql/client/gui/session/ObjectTreeInternalFrame.java;117;0.0
This is to fix a problem with the JDK (up to version 1.3);app/src/net/sourceforge/squirrel_sql/client/gui/session/SQLInternalFrame.java;79;0.0
This is due to a known bug in;plugins/syntax/src/net/sourceforge/squirrel_sql/plugins/syntax/SyntaxPreferencesPanel.java;381;0.0
think of it, perhaps we shouldn't be computing the checksum of *any* existing files, why don't;app/src/net/sourceforge/squirrel_sql/client/update/gui/installer/ArtifactInstallerImpl.java;460;0.0
The question is, why?;plugins/syntax/src/net/sourceforge/squirrel_sql/plugins/syntax/KeyManager.java;29;0.0
The following ugly conversion from text to Byte is necessary because;fw/src/net/sourceforge/squirrel_sql/fw/datasetviewer/cellcomponent/BinaryDisplayConverter.java;182;0.0
